"%O2"/"%NO"/"%CO"/"BTZ (°C)"/"FCC (T/h)"/"AH (T/h)"/"AMP"/"CIM (t)"/"CG (T/h)"/"RPM"/"BET (°C)"/"% CO2"/"% C3S"/"% C3A"/"% C2S"/"% C4AF"/"% CaO(l)"/"Prediccion Cal"/"Calificacion real"/"Calificacion predicha"/"fecha_hora"
4.0992/1380.0/0.0488/1590.83/7.3776/154.26/182.495/0.02098667/0.0081614172086119/2.89800000190735/587.099975585938/13.89715/68.0/8.1/11.7/7.9/0.97/0.855/Alta/Alta/2010-10-16 00:03:00.000
4.2126/791.4/0.0388000011444092/1281.01/6.5268/151.632/199.9275/0.03313334/0.008161417/2.89800000190735/591.6/14.44114/67.6/7.9/12.0/7.6/0.98/0.945/Alta/Alta/2010-10-16 03:59:00.000
4.7145/1160.6/0.0427000001072884/1449.78/6.6684/152.028/173.8025/0.03306667/0.0061285002157092/2.89800000190735/583.799987792969/13.80255/67.2/7.6/13.2/8.0/0.92/0.784/Alta/Alta/2010-10-16 06:44:00.000
4.6641/1033.2/0.0297/1371.03/6.51/148.482/196.7925/0.03294667/0.008446667343378/2.89800000190735/590.5/13.74609/67.8/7.9/12.1/7.7/1.0/0.914/Alta/Alta/2010-10-16 08:13:00.000
5.0211/1671.8/0.0507000014185905/1532.8/6.5232/153.828/196.65/0.03297333/0.01320667/2.8775999546051/590.6/13.95132/68.7/8.0/10.8/7.7/0.5/0.597/Alta/Alta/2010-10-16 12:13:00.000
4.4121/1274.2/0.0637/1536.79/6.4944/156.258/227.5725/0.03290667/0.0141750006005168/2.8775999546051/591.700012207031/14.85542/66.4/7.9/12.4/7.7/0.91/0.781/Alta/Alta/2010-10-16 16:30:00.000
4.4058/1050.8/0.0578/1446.77/6.57480001449585/154.512/183.0175/0.03313334/0.01119592/2.8724000453949/589.7/13.78271/66.3/8.1/12.5/7.9/1.02/0.935/Regular/Alta/2010-10-16 20:32:00.000
4.536/1282.2/0.048/1543.79/6.71999979019165/155.916/179.075/0.03272/0.013209/2.90799999237061/585.2/12.44907/66.3/8.1/12.9/7.7/1.0/0.769/Alta/Alta/2010-10-17 00:09:00.000
4.8783/1213.6/0.031/1515.23/6.8304/150.318/240.16/0.03321334/0.01080333/2.908/597.4/12.71229/64.6/8.2/14.5/7.6/0.95/1.053/Alta/Regular/2010-10-17 04:49:00.000
4.809/1404.8/0.0394/1530.91/6.63000011444092/153.468002319336/222.2525/0.03450667/0.0108966678380966/2.90799999237061/584.1/12.48569/64.0/8.2/14.9/7.5/0.86/0.848/Alta/Alta/2010-10-17 08:22:00.000
